iter	Passed	Remaining
834	14823	162700
835	14842	162695
836	14861	162692
837	14880	162693
838	14900	162694
839	14918	162683
840	14937	162676
841	14954	162651
842	14972	162633
843	14992	162645
844	15010	162630
845	15028	162609
846	15044	162573
847	15061	162545
848	15077	162511
849	15092	162468
850	15111	162463
851	15130	162458
852	15147	162436
853	15163	162392
854	15180	162368
855	15200	162378
856	15218	162361
857	15237	162350
858	15254	162331
859	15271	162302
860	15287	162266
861	15304	162237
862	15322	162221
863	15340	162210
864	15357	162185
865	15373	162150
866	15394	162165
867	15412	162146
868	15431	162144
869	15450	162138
870	15470	162146
871	15489	162146
872	15510	162153
873	15528	162144
874	15545	162116
875	15561	162081
876	15578	162055
877	15595	162028
878	15611	161991
879	15628	161967
880	15648	161971
881	15666	161955
882	15682	161917
883	15700	161902
884	15721	161925
885	15745	161967
886	15770	162021
887	15792	162052
888	15814	162078
889	15842	162158
890	15876	162311
891	15906	162416
892	15934	162502
893	15958	162553
894	15985	162619
895	16012	162702
896	16038	162760
897	16059	162776
898	16078	162765
899	16097	162765
900	16118	162781
901	16137	162775
902	16159	162792
903	16180	162805
904	16201	162818
905	16220	162810
906	16239	162802
907	16257	162793
908	16275	162775
909	16297	162796
910	16318	162811
911	16337	162798
912	16355	162782
913	16374	162773
914	16392	162761
915	16412	162760
916	16433	162779
917	16451	162761
918	16468	162731
919	16485	162708
920	16504	162699
921	16525	162706
922	16544	162700
923	16562	162681
924	16578	162652
925	16596	162633
926	16613	162606
927	16631	162588
928	16649	162570
929	16666	162541
930	16683	162516
931	16702	162504
932	16720	162491
933	16739	162479
934	16756	162461
935	16774	162442
936	16793	162437
937	16815	162453
938	16832	162431
939	16849	162400
940	16863	162349
941	16881	162330
942	16897	162293
943	16915	162278
944	16934	162267
945	16949	162224
946	16967	162201
947	16982	162158
948	17000	162144
949	17020	162144
950	17043	162176
951	17064	162184
952	17075	162096
953	17095	162098
954	17113	162085
955	17133	162085
956	17149	162053
957	17168	162048
958	17185	162012
959	17201	161981
960	17218	161955
961	17235	161928
962	17252	161897
963	17267	161859
964	17285	161835
965	17302	161808
966	17319	161783
967	17338	161778
968	17354	161746
969	17371	161716
970	17387	161679
971	17404	161658
972	17422	161632
973	17439	161612
974	17457	161596
975	17473	161553
976	17493	161559
977	17513	161562
978	17530	161537
979	17549	161528
980	17567	161513
981	17588	161522
982	17605	161490
983	17622	161471
984	17641	161458
985	17657	161428
986	17675	161406
987	17692	161378
988	17708	161347
989	17724	161313
990	17739	161268
991	17757	161247
992	17772	161208
993	17788	161170
994	17805	161143
995	17823	161126
996	17840	161100
997	17860	161101
998	17878	161082
999	17896	161064
1000	17916	161069
1001	17935	161063
1002	17954	161055
1003	17973	161047
1004	17993	161042
1005	18010	161023
1006	18029	161016
1007	18048	161004
1008	18066	160991
1009	18085	160974
1010	18104	160968
1011	18122	160953
1012	18140	160940
1013	18159	160931
1014	18176	160904
1015	18195	160889
1016	18212	160868
1017	18229	160845
1018	18246	160818
1019	18263	160788
1020	18280	160765
1021	18299	160752
1022	18314	160715
1023	18332	160692
1024	18348	160662
1025	18366	160646
1026	18385	160634
1027	18403	160616
1028	18419	160583
1029	18436	160558
1030	18452	160523
1031	18468	160487
1032	18485	160463
1033	18502	160438
1034	18520	160425
1035	18537	160396
1036	18554	160366
1037	18569	160328
1038	18585	160295
1039	18601	160260
1040	18618	160236
1041	18635	160208
1042	18652	160183
1043	18668	160152
1044	18684	160117
1045	18700	160081
1046	18718	160060
1047	18734	160026
1048	18750	159994
1049	18768	159979
1050	18787	159970
1051	18811	160003
1052	18829	159989
1053	18847	159970
1054	18865	159957
1055	18883	159936
1056	18902	159927
1057	18920	159909
1058	18937	159885
1059	18955	159867
1060	18975	159866
1061	18994	159865
1062	19013	159852
1063	19034	159857
1064	19055	159872
1065	19073	159855
1066	19095	159865
1067	19118	159892
1068	19140	159909
1069	19161	159914
1070	19182	159925
1071	19205	159948
1072	19224	159940
1073	19243	159929
1074	19260	159906
1075	19280	159906
1076	19298	159887
1077	19317	159877
1078	19336	159870
1079	19353	159843
1080	19372	159837
1081	19391	159825
1082	19409	159812
1083	19427	159791
1084	19447	159793
1085	19466	159786
1086	19491	159825
1087	19511	159825
1088	19531	159823
1089	19550	159814
1090	19569	159799
1091	19590	159812
1092	19611	159817
1093	19631	159814
1094	19649	159796
1095	19666	159776
1096	19685	159764
1097	19706	159767
1098	19729	159792
1099	19750	159801
1100	19773	159825
1101	19797	159849
1102	19817	159855
1103	19838	159861
1104	19859	159864
1105	19878	159854
1106	19898	159850
1107	19915	159827
1108	19933	159813
1109	19954	159811
1110	19974	159812
1111	19993	159806
1112	20015	159821
1113	20036	159822
1114	20056	159825
1115	20076	159822
1116	20094	159801
1117	20113	159792
1118	20133	159787
1119	20152	159783
1120	20171	159770
1121	20191	159769
1122	20212	159771
1123	20235	159795
1124	20259	159823
1125	20282	159848
1126	20302	159844
1127	20324	159854
1128	20346	159873
1129	20371	159909
1130	20394	159926
1131	20413	159914
1132	20433	159918
1133	20451	159900
1134	20474	159920
1135	20498	159948
1136	20519	159949
1137	20540	159954
1138	20561	159960
1139	20583	159970
1140	20600	159944
1141	20618	159932
1142	20637	159917
1143	20657	159914
1144	20676	159901
1145	20695	159892
1146	20715	159889
1147	20731	159860
1148	20749	159837
1149	20768	159825
1150	20791	159846
1151	20809	159828
1152	20827	159806
1153	20845	159788
1154	20862	159766
1155	20879	159736
1156	20896	159711
1157	20914	159690
1158	20931	159671
1159	20950	159659
1160	20970	159652
1161	20986	159618
1162	21003	159594
1163	21022	159581
1164	21037	159542
1165	21055	159526
1166	21072	159500
1167	21090	159479
1168	21108	159458
1169	21125	159434
1170	21142	159411
1171	21158	159378
1172	21174	159344
1173	21192	159323
1174	21211	159308
1175	21230	159298
1176	21246	159268
1177	21264	159250
1178	21279	159206
1179	21295	159175
1180	21313	159157
1181	21328	159118
1182	21345	159089
1183	21361	159059
1184	21378	159028
1185	21395	159005
1186	21414	158993
1187	21432	158977
1188	21454	158983
1189	21478	159012
1190	21499	159020
1191	21518	159006
1192	21535	158983
1193	21555	158977
1194	21571	158944
1195	21587	158907
1196	21603	158876
1197	21619	158843
1198	21636	158817
1199	21652	158785
1200	21671	158772
1201	21689	158752
1202	21706	158730
1203	21725	158716
1204	21740	158681
1205	21756	158646
1206	21774	158627
1207	21791	158601
1208	21808	158574
1209	21825	158553
1210	21843	158532
1211	21860	158509
1212	21877	158481
1213	21895	158460
1214	21912	158436
1215	21930	158416
1216	21949	158407
1217	21969	158405
1218	21988	158390
1219	22005	158365
1220	22021	158333
1221	22037	158302
1222	22055	158286
1223	22072	158261
1224	22089	158235
1225	22105	158197
1226	22122	158176
1227	22138	158140
1228	22156	158125
1229	22176	158118
1230	22193	158096
1231	22209	158064
1232	22224	158025
1233	22244	158017
1234	22260	157984
1235	22277	157962
1236	22293	157927
1237	22309	157895
1238	22324	157854
1239	22340	157823
1240	22355	157788
1241	22372	157762
1242	22391	157751
1243	22408	157727
1244	22427	157714
1245	22444	157687
1246	22464	157681
1247	22483	157673
1248	22500	157645
1249	22518	157630
1250	22538	157622
1251	22557	157617
1252	22577	157608
1253	22598	157609
1254	22616	157593
1255	22634	157574
1256	22654	157569
1257	22674	157568
1258	22694	157565
1259	22712	157547
1260	22731	157532
1261	22749	157518
1262	22769	157509
1263	22787	157491
1264	22803	157464
1265	22819	157430
1266	22835	157397
1267	22851	157366
1268	22867	157336
1269	22884	157311
1270	22903	157296
1271	22919	157265
1272	22937	157248
1273	22956	157235
1274	22974	157217
1275	22992	157198
1276	23012	157191
1277	23029	157166
1278	23046	157145
1279	23063	157119
1280	23078	157078
1281	23094	157050
1282	23113	157037
1283	23129	157009
1284	23147	156990
1285	23163	156960
1286	23180	156929
1287	23195	156893
1288	23212	156869
1289	23230	156847
1290	23246	156817
1291	23262	156789
1292	23282	156780
1293	23300	156766
1294	23318	156747
1295	23332	156701
1296	23350	156686
1297	23366	156652
1298	23383	156626
1299	23401	156611
1300	23421	156608
1301	23444	156618
1302	23460	156590
1303	23479	156574
1304	23496	156555
1305	23512	156524
1306	23527	156485
1307	23544	156461
1308	23562	156444
1309	23580	156424
1310	23596	156392
1311	23611	156353
1312	23627	156322
1313	23644	156300
1314	23661	156274
1315	23680	156260
1316	23695	156227
1317	23715	156219
1318	23732	156194
1319	23750	156180
1320	23770	156175
1321	23790	156164
1322	23809	156156
1323	23828	156146
1324	23848	156142
1325	23867	156128
1326	23885	156112
1327	23904	156097
1328	23922	156080
1329	23940	156061
1330	23959	156050
1331	23975	156022
1332	23993	156005
1333	24009	155969
1334	24026	155945
1335	24043	155924
1336	24061	155904
1337	24080	155890
1338	24099	155883
1339	24120	155882
1340	24136	155851
1341	24153	155826
1342	24170	155803
1343	24186	155769
1344	24201	155737
1345	24217	155706
1346	24236	155694
1347	24251	155653
1348	24267	155625
1349	24284	155597
1350	24302	155583
1351	24320	155562
1352	24337	155541
1353	24356	155528
1354	24371	155492
1355	24389	155471
1356	24405	155446
1357	24420	155407
1358	24437	155384
1359	24456	155370
1360	24472	155342
1361	24489	155317
1362	24507	155296
1363	24524	155273
1364	24539	155237
1365	24555	155205
1366	24572	155181
1367	24589	155156
1368	24606	155132
1369	24623	155108
1370	24639	155078
1371	24655	155047
1372	24669	155007
1373	24685	154975
1374	24701	154947
1375	24719	154926
1376	24735	154895
1377	24755	154890
1378	24771	154864
1379	24789	154844
1380	24805	154816
1381	24825	154807
1382	24842	154783
1383	24858	154753
1384	24876	154734
1385	24895	154727
1386	24912	154702
1387	24928	154671
1388	24946	154656
1389	24965	154640
1390	24982	154617
1391	25001	154606
1392	25022	154607
1393	25040	154591
1394	25058	154574
1395	25074	154544
1396	25090	154511
1397	25108	154495
1398	25124	154467
1399	25141	154441
1400	25162	154440
1401	25180	154421
1402	25194	154383
1403	25210	154354
1404	25228	154335
1405	25248	154330
1406	25265	154305
1407	25283	154289
1408	25301	154270
1409	25320	154257
1410	25337	154231
1411	25352	154198
1412	25368	154168
1413	25385	154144
1414	25404	154131
1415	25420	154104
1416	25441	154102
1417	25457	154076
1418	25475	154058
1419	25493	154039
1420	25509	154010
1421	25527	153989
1422	25545	153972
1423	25562	153950
1424	25579	153924
1425	25598	153914
1426	25616	153897
1427	25633	153871
1428	25648	153836
1429	25664	153807
1430	25679	153772
1431	25696	153751
1432	25714	153731
1433	25729	153693
1434	25747	153677
1435	25765	153661
1436	25783	153642
1437	25801	153626
1438	25819	153606
1439	25838	153593
1440	25857	153581
1441	25874	153561
1442	25891	153536
1443	25909	153518
1444	25925	153491
1445	25943	153472
1446	25959	153441
1447	25977	153423
1448	25993	153394
1449	26009	153365
1450	26030	153367
1451	26051	153367
1452	26073	153371
1453	26094	153373
1454	26117	153384
1455	26138	153381
1456	26155	153360
1457	26175	153352
1458	26194	153340
1459	26211	153317
1460	26228	153296
1461	26246	153276
1462	26263	153254
1463	26280	153232
1464	26298	153212
1465	26314	153181
1466	26331	153162
1467	26351	153153
1468	26369	153137
1469	26388	153126
1470	26405	153099
1471	26422	153079
1472	26441	153066
1473	26459	153046
1474	26478	153034
1475	26498	153029
1476	26517	153021
1477	26535	152998
1478	26555	152997
1479	26575	152990
1480	26600	153010
1481	26624	153026
1482	26648	153045
1483	26669	153046
1484	26720	153215
1485	26754	153289
1486	26772	153271
1487	26789	153247
1488	26808	153235
1489	26825	153212
1490	26844	153200
1491	26862	153180
1492	26880	153165
1493	26901	153162
1494	26920	153150
1495	26940	153141
1496	26957	153116
1497	26973	153089
1498	26990	153063
1499	27007	153045
1500	27030	153054
1501	27049	153041
1502	27068	153029
1503	27087	153017
1504	27107	153011
1505	27126	152996
1506	27148	152998
1507	27167	152985
1508	27184	152964
1509	27202	152944
1510	27219	152920
1511	27238	152911
1512	27255	152884
1513	27271	152859
1514	27288	152834
1515	27306	152817
1516	27323	152791
1517	27340	152766
1518	27356	152741
1519	27375	152725
1520	27394	152714
1521	27415	152711
1522	27433	152694
1523	27450	152669
1524	27469	152657
1525	27485	152630
1526	27503	152609
1527	27521	152594
1528	27538	152568
1529	27554	152541
1530	27570	152509
1531	27588	152494
1532	27606	152473
1533	27624	152459
1534	27644	152448
1535	27664	152440
1536	27680	152411
1537	27697	152388
1538	27713	152359
1539	27731	152342
1540	27747	152316
1541	27765	152298
1542	27785	152287
1543	27804	152274
1544	27822	152258
1545	27843	152254
1546	27863	152249
1547	27884	152250
1548	27904	152241
1549	27923	152227
1550	27943	152219
1551	27961	152203
1552	27979	152184
1553	27996	152161
1554	28015	152148
1555	28032	152126
1556	28050	152106
1557	28066	152080
1558	28084	152060
1559	28100	152030
1560	28118	152014
1561	28137	151997
1562	28156	151985
1563	28173	151962
1564	28188	151930
1565	28205	151904
1566	28222	151881
1567	28242	151875
1568	28260	151855
1569	28276	151827
1570	28293	151805
1571	28309	151777
1572	28326	151755
1573	28340	151715
1574	28356	151685
1575	28374	151668
1576	28392	151648
1577	28412	151639
1578	28432	151635
1579	28449	151608
1580	28464	151578
1581	28483	151565
1582	28500	151541
1583	28517	151515
1584	28534	151495
1585	28552	151475
1586	28568	151448
1587	28583	151414
1588	28598	151377
1589	28613	151346
1590	28632	151331
1591	28651	151318
1592	28672	151316
1593	28691	151305
1594	28711	151297
1595	28735	151309
1596	28757	151315
1597	28776	151300
1598	28795	151287
1599	28813	151272
1600	28832	151256
1601	28849	151232
1602	28867	151219
1603	28885	151198
1604	28904	151188
1605	28924	151176
1606	28940	151149
1607	28956	151123
1608	28974	151101
1609	28993	151089
1610	29010	151068
1611	29027	151042
1612	29042	151007
1613	29057	150976
1614	29073	150949
1615	29089	150918
1616	29106	150898
1617	29123	150872
1618	29141	150852
1619	29157	150828
1620	29175	150811
1621	29193	150789
1622	29210	150769
1623	29230	150758
1624	29250	150753
1625	29267	150730
1626	29284	150705
1627	29301	150683
1628	29318	150658
1629	29334	150633
1630	29352	150614
1631	29369	150589
1632	29388	150576
1633	29409	150573
1634	29427	150559
1635	29446	150543
1636	29465	150532
1637	29488	150537
1638	29508	150530
1639	29526	150513
1640	29544	150496
1641	29562	150475
1642	29578	150450
1643	29594	150419
1644	29612	150403
1645	29630	150385
1646	29649	150370
1647	29667	150353
1648	29684	150328
1649	29701	150309
1650	29722	150303
1651	29739	150282
1652	29761	150282
1653	29782	150279
1654	29803	150275
1655	29822	150266
1656	29842	150256
1657	29862	150249
1658	29881	150237
1659	29899	150217
1660	29919	150212
1661	29939	150202
1662	29962	150206
1663	29980	150189
1664	29999	150175
1665	30016	150156
1666	30036	150146
1667	30054	150130
1668	30073	150114
1669	30091	150094
1670	30109	150081
